airport-id	latitude	longitude	airport-name
LYX	50.9561	0.9392	LYDD
LZC	18.0017	-102.2205	Lazaro Cardenas                         
LZH	24.2075	109.3911	  Liuzhou
LZN	26.1598	119.9585	Nangan
LZO	28.8830	105.3500	Luzhou                                  
LZU	34.0808	-84.0738	Lawrenceville
LZY	29.6200	94.3900	Nyingchi/Linzhi                         
MAA	12.9947	80.1755	Chennai                                 
MAB	-5.3675	-49.1378	Maraba
MAD	40.4722	-3.5609	Madrid Barajas Apt
MAF	31.9425	-102.2020	Midland Odessa Regional Apt             
MAG	-5.2092	145.7875	Madang
MAH	39.8626	4.2186	Menorca
MAJ	7.0650	171.2720	Majuro
MAK	9.5590	31.6522	MALAKAL
MAM	25.7706	-97.5250	Matamoros                               
MAN	53.3537	-2.2750	Manchester
MAO	-3.0411	-60.0506	Manaus
MAQ	16.6997	98.5436	Mae Sot                                 
MAR	10.5667	-71.7333	Maracaibo
MAS	-2.0619	147.4242	Manus Island                            
MAT	-5.8000	13.4330	  Matadi
MAU	-16.4264	-152.2433	Maupiti Island                          
MAV	8.7500	171.1000	XXX
MAZ	18.2557	-67.1485	Mayaguez                                
MBA	-4.0288	39.5978	Mombasa                                 
MBD	-25.8074	25.5445	MAFIKENG
MBE	44.3039	143.4040	Monbetsu                                
MBG	45.5464	-100.4081	MOBRIDGE MUNI
MBH	-25.5133	152.7150	MARYBOROUGH
MBI	-8.9151	33.4567	Mbeya
MBJ	18.5037	-77.9134	Montego Bay
MBL	44.2724	-86.2469	Manistee
MBO	13.2050	120.6072	MAMBURAO
MBS	43.5331	-84.0797	Saginaw
MBT	12.3653	123.6181	Masbate
MBU	-9.7475	159.8394	  Mbambanakira
MBW	-37.9772	145.1011	MELBOURNE/MOORABBIN
MBX	46.4799	15.6861	MARIBOR INTL
MBZ	-3.3567	-57.7117	MAUES
MCA	8.4844	-9.5368	MACENTA
MCB	31.1786	-90.4719	MCCOMB/PIKE CO/JOHN E LEWIS
MCE	37.2847	-120.5139	Merced Macready Regional Apt
MCF	27.8493	-82.5212	MAC DILL AFB
MCG	62.9528	-155.6058	McGrath
MCH	-3.2681	-79.9619	MACHALA/GENERAL M. SERRANO
MCI	39.2976	-94.7139	Kansas City International Apt           
MCK	40.2063	-100.5921	McCook                                  
MCM	43.7256	7.4203	Monaco
MCN	32.6929	-83.6492	Macon Lewis B Wilson Apt                
MCO	28.4294	-81.3090	Orlando International Apt
MCP	0.0508	-51.0703	Macapa
MCS	-30.2700	-57.6400	MONTE CASEROS
MCT	23.5928	58.2817	Muscat
MCV	-16.4433	136.0783	Mcarthur River Mine
MCW	43.1578	-93.3314	Mason City                              
MCX	42.8150	47.6533	Makhachkala
MCY	-26.6028	153.0917	Sunshine Coast
MCZ	-9.5172	-35.7836	Maceio
MDC	1.5458	124.9250	Manado
MDE	6.1644	-75.4231	Medellin Jose Maria Cordova Intl
MDG	44.5278	129.5667	Mudanjiang                              
MDK	0.0225	18.2888	Mbandaka
MDL	21.7018	95.9736	Mandalay                                
MDQ	-37.9342	-57.5733	Mar del Plata                           
MDS	21.8330	-71.8170	  Middle Caicos
MDT	40.1935	-76.7633	Harrisburg International Apt            
MDU	-6.1477	143.6572	Mendi                                   
MDW	41.7860	-87.7524	Chicago Midway Apt
MDX	-29.2261	-53.0844	MERCEDES
MDY	28.2035	-177.3821	MIDWAY HENDERSON FIELD
MDZ	-32.8317	-68.7928	Mendoza                                 
MEA	-22.3408	-41.7633	Macae
MEB	-37.7297	144.9006	Melbourne Essendon Apt
MEC	-0.9461	-80.6789	Manta                                   
MED	24.5524	39.7056	Madinah                                 
MEE	-21.4817	168.0378	Mare                                    
MEG	-9.5167	16.3167	Malange
MEH	71.0297	27.8267	Mehamn                                  
MEI	32.3326	-88.7518	Meridian
MEL	-37.6733	144.8433	Melbourne Airport
MEM	35.0435	-89.9767	Memphis International Apt               
MEN	44.5042	3.5275	MENDE/BRENOUX
MEP	2.3833	103.8667	MERSING
MEQ	4.2500	96.2170	Cut Nyak Dien
MES	3.5592	98.6711	Medan
MEU	-0.8894	-52.6017	ALMEIRIM/MONTE DOURADO
MEX	19.4363	-99.0722	Mexico City Juarez International Apt
MEY	27.5830	84.2330	  Meghauli
MFD	40.8217	-82.5167	MANSFIELD LAHM REGIONAL
MFE	26.1758	-98.2386	McAllen                                 
MFF	-13.3333	13.2667	MOANDA
MFJ	-18.5667	179.9511	  Moala
MFK	26.2243	120.0028	MATSU/BEIGAN
MFM	22.1494	113.5914	Macau                                   
MFQ	13.5000	7.1333	MARADI
MFR	42.3742	-122.8734	Medford
MFU	-13.2667	31.9333	Mfuwe
MGA	12.1406	-86.1711	Managua
MGB	-37.7450	140.7850	Mount Gambier
MGE	33.9150	-84.5167	DOBBINS AFB
MGF	-23.4794	-52.0122	Maringa
MGH	-30.8500	30.3500	MARGATE
MGL	51.2304	6.5045	MOENCHENGLADBACH
MGM	32.3006	-86.3939	Montgomery Dannelly Field
MGN	9.2847	-74.8461	MAGANGUE/BARACOA
MGQ	2.0133	45.3050	Mogadishu                               
MGS	-21.8956	-157.9053	Mangaia Island                          
MGT	-12.0944	134.8936	Milingimbi Island
MGU	18.8479	93.6830	Manaung
MGW	39.6431	-79.9164	Morgantown
MGZ	12.4475	98.6258	Myeik                                   
MHC	-12.1170	-73.7500	Castro                                  
MHD	36.2342	59.6450	Mashhad                                 
MHG	49.4727	8.5143	MANNHEIM-CITY
MHH	26.5114	-77.0835	Marsh Harbour
MHK	39.1412	-96.6708	Manhattan
MHP	53.8642	27.5414	MINSK-1
MHQ	60.1219	19.8964	Mariehamn
MHR	38.5539	-121.2976	SACRAMENTO MATHER
MHT	42.9326	-71.4357	Manchester                              
MHU	-37.0483	147.3350	MT HOTHAM AIRPORT
MHV	35.0594	-118.1519	MOJAVE/KERN COUNTY
MHW	-19.4925	-63.5745	Monteagudo
MHZ	52.3619	0.4864	MILDENHALL
MIA	25.7933	-80.2906	Miami International Apt
MIB	48.4150	-101.3567	MINOT AFB
MID	20.9370	-89.6577	Merida                                  
MIG	31.4281	104.7411	Mianyang                                
MII	-22.1950	-49.9264	Marilia                                 
MIJ	6.0833	171.7500	XXX
MIK	61.6864	27.2000	MIKKELI
MIL	45.5406	9.2022	MILANO/BRESSO
MIM	-36.9106	149.9017	Merimbula                               
MIP	30.7761	34.6667	RAMON AFB
MIR	35.7581	10.7547	Monastir                                
MIS	-10.6929	152.8404	Misima Island
MIU	11.8817	13.1417	Maiduguri
MIV	39.3678	-75.0722	MILLVILLE MUNI
MJA	-21.4170	44.3170	  Manja
MJB	10.2833	170.8833	XXX
MJC	7.1620	7.1535	Man
MJD	27.3352	68.1431	Mohenjodaro
MJE	7.8333	168.1667	XXX
MJF	65.7836	13.2153	Mosjoen                                 
MJI	32.8944	13.2778	TRIPOLI/MITIGA
MJK	-25.8939	113.5772	  Monkey Mia
MJL	-1.8500	11.0667	MOUILLA
MJM	-6.1167	23.5667	Mbuji-Mayi
MJN	-15.6666	46.3511	Mahajanga
MJP	-34.2650	116.1400	MANJIMUP
MJT	39.0578	26.5986	Mytilini
MJU	-2.6830	118.9000	Mamuju
MJV	37.7750	-0.8124	Murcia
MJZ	62.5333	114.0333	Mirny
MKC	39.1232	-94.5927	KANSAS CITY CH.B.WHEELER DOWNT
MKE	42.9472	-87.8966	Milwaukee General Mitchell Intl Apt
MKG	43.1695	-86.2382	Muskegon
MKJ	-0.0192	15.5819	MAKOUA
MKK	21.1529	-157.0963	Hoolehua                                
MKL	35.5998	-88.9156	Jackson                                 
MKM	2.9064	112.0800	Mukah
MKP	-16.5833	-143.6500	Makemo                                  
MKQ	-8.5211	140.4169	Merauke                                 
MKR	-26.6131	118.5464	MEEKATHARRA
MKU	0.5833	12.9167	MAKOKOU
MKW	-0.8936	134.0503	Manokwari                               
MKY	-21.1717	149.1800	Mackay
MKZ	2.2631	102.2525	MALACCA
MLA	35.8575	14.4775	Malta                                   
MLB	28.1027	-80.6295	Melbourne
MLC	34.8822	-95.7833	MC ALESTER REGIONAL
MLD	42.1667	-112.2967	MALAD CITY
MLE	4.1917	73.5292	Male                                    
MLF	38.4266	-113.0125	MILFORD MUNI/B&J BRISCOE FIELD
MLG	-7.9266	112.7145	Malang
MLH	47.6100	7.5292	Mulhouse
MLI	41.4485	-90.5075	Moline
MLL	61.8833	-162.0667	Marshall
MLM	19.8499	-101.0254	Morelia                                 
MLN	35.2798	-2.9563	Melilla
MLO	36.6961	24.4775	Milos
MLP	7.6186	124.0544	MALABANG
MLS	46.4281	-105.8856	MILES CITY/FRANK WILEY
MLT	45.6483	-68.6850	MILLINOCKET MUNI
MLU	32.5117	-92.0383	Monroe
MLW	6.2843	-10.7668	Monrovia Spriggs Payne Apt
MLX	38.4322	38.0831	Malatya
MLY	64.9976	-150.6441	Manley Hot Springs
MLZ	-32.3425	-54.2219	MELO
MMB	43.8806	144.1641	Memambetsu
MMD	25.8500	131.2583	MINAMI DAITO
MME	54.5092	-1.4294	Durham
MMG	-28.1167	117.8431	MOUNT MAGNET
MMH	37.6240	-118.8378	Mammoth Lakes
MMJ	36.1668	137.9227	Matsumoto
MMK	68.7817	32.7467	Murmansk
MMM	-22.8025	148.7047	MIDDLEMOUNT
MMO	15.1558	-23.2136	Maio Island                             
MMT	33.9208	-80.8011	MC ENTIRE AIR NATIONAL GUARD
MMU	40.7992	-74.4150	Morristown
MMV	-9.0802	147.6028	Milei
MMX	55.5483	13.3533	Malmo Airport
MMY	24.7833	125.2944	Miyako
MMZ	35.9386	64.7692	Maimanah
MNA	4.0069	126.6731	Melangguane
MNB	-5.9309	12.3518	  Moanda
MNC	-14.2917	40.4244	  Nacala
MNF	-17.6731	177.0983	  Mana Island
MNG	-12.0600	134.2333	Maningrida                              
MNH	8.0500	80.9711	MINNERIYA
MNI	16.7914	-62.1933	Montserrat
MNJ	-21.2018	48.3583	  Mananjary
MNL	14.5099	121.0139	Manila Ninoy Aquino International Apt
MNQ	-24.8917	151.1083	MONTO
MNR	-15.2250	23.1528	MONGU
MNS	-11.1333	28.8667	Mansa                                   
MNT	65.1437	-149.3700	Minto
MNU	16.4405	97.6572	Mawlamyine
MNX	-5.8167	-61.2833	MANICORE
MNY	-7.3500	155.5000	XXX
MOA	20.6542	-74.9219	Moa
MOB	30.6912	-88.2428	Mobile Municipal Apt
MOC	-16.7044	-43.8203	Montes Claros                           
MOD	37.6167	-120.9500	Modesto
MOE	23.0919	96.6531	MOMEIK
MOF	-8.6378	122.2375	Maumere
MOG	20.5344	99.2627	MONGHSAT
MOH	-2.2112	121.3937	Maleo Airport
MOI	-19.8425	-157.7033	Mitiaro Island                          
MOL	62.7447	7.2625	Molde
MON	-43.7650	170.1333	MOUNT COOK
MOO	-28.1000	140.1967	MOOMBA
MOQ	-20.2847	44.3176	Morondava
MOT	48.2594	-101.2803	Minot International Apt
MOU	62.0954	-163.6821	Mountain Village
MOV	-22.0583	148.0767	Moranbah
MOZ	-17.4917	-149.7606	Moorea                                  
MPA	-17.6342	24.1767	Katima Mulilo
MPH	11.9245	121.9541	Caticlan
MPI	9.1670	-77.9670	  Mamitupo
MPK	34.7589	126.3811	MOKPO
MPL	43.5833	3.9614	Montpellier Mediterranee Apt
MPM	-25.9319	32.5764	Maputo
MPN	-51.8233	-58.4467	Mount Pleasant                          
MPP	8.9330	-77.7330	Mulatupo
MPV	44.2035	-72.5623	EDWARD F KNAPP STATE/BARRE
MPW	47.0764	37.4511	MARIUPOL INTL
MQB	40.5203	-90.6522	MACOMB MUNI
MQF	53.3933	58.7567	Magnitogorsk                            
MQH	-13.5500	-48.2000	MINACU
MQJ	66.4558	143.2531	Khonuu                                  
MQL	-34.2308	142.0842	Mildura                                 
MQM	37.2328	40.6406	Mardin
MQN	66.2500	14.3014	Mo I Rana                               
MQP	-25.3832	31.1056	Nelspruit
MQQ	8.6203	16.0683	MOUNDOU
MQS	12.8877	-61.1800	MUSTIQUE
MQT	46.3536	-87.3954	Marquette
MQU	5.2125	-74.8836	MARIQUITA/MARQUITA
MQX	13.4733	39.5182	Mekele
MQY	36.0090	-86.5200	SMYRNA
MQZ	-33.9300	115.1000	MARGARET RIVER
MRA	32.3250	15.0610	Misurata                                
MRB	39.4019	-77.9844	MARTINSBURG EASTERN WV REG.
MRD	8.5833	-71.1667	Merida
MRE	-1.1670	35.0830	Masai Mara
MRG	-17.0708	145.4219	MAREEBA
MRM	-9.2000	147.6170	  Manare
MRO	-40.9733	175.6336	Masterton
MRQ	13.3286	121.8472	MARINDUQUE
MRR	-4.3783	-79.9411	MACARA
MRS	43.4367	5.2150	Marseille Provence Apt
MRU	-20.4300	57.6831	Mauritius
MRV	44.2250	43.0833	Mineralnye Vody
MRW	54.7000	11.4414	LOLLAND FALSTER/MARIBO
MRX	30.5589	49.1506	Bandar Mahshahr                         
MRY	36.5870	-121.8429	Monterey Peninsula Apt
MRZ	-29.4983	149.8453	Moree
MSA	53.4411	-91.7631	Muskrat Dam
MSE	51.3422	1.3461	Manston
MSJ	40.7052	141.3719	Misawa
MSL	34.7453	-87.6103	Muscle Shoals
MSN	43.1399	-89.3375	Madison
MSO	46.9163	-114.0906	Missoula
MSP	44.8820	-93.2218	Minneapolis International Apt
MSQ	53.8825	28.0325	Minsk International Apt
MSR	38.7447	41.6539	Mus
MSS	44.9358	-74.8456	Massena
MST	50.9158	5.7769	Maastricht/Aachen
MSU	-29.4437	27.5575	Maseru
MSW	15.6711	39.3680	Massawa
MSY	29.9934	-90.2580	New Orleans Louis Armstrong Intl Apt    
MSZ	-15.2612	12.1468	Namibe
MTE	-1.9964	-54.0708	MONTE ALEGRE
MTH	24.7262	-81.0514	  Marathon
MTJ	38.5098	-107.8942	Montrose
MTL	-32.7033	151.4883	MAITLAND
MTM	55.1310	-131.5781	Metlakatla
MTN	39.3256	-76.4139	BALTIMORE MARTIN STATE
MTP	41.0765	-71.9208	MONTAUK
MTQ	-26.4917	147.9417	MITCHELL
MTR	8.8236	-75.8258	Monteria
MTS	-26.5239	31.3111	Manzini
MTT	18.1033	-94.5806	Minatitlan                              
MTV	-13.6660	167.7120	Mota Lava
MTY	25.7759	-100.1065	Monterrey General Mariano Escobedo Apt  
MUA	-8.3270	157.2630	Munda
MUB	-19.9725	23.4281	Maun                                    
MUC	48.3538	11.7861	Munich International Airport            
MUE	20.0013	-155.6681	Kamuela
MUH	31.3253	27.2217	MERSA-MATRUH
MUK	-20.1361	-157.3453	Mauke Island                            
MUN	9.7511	-63.1525	Maturin                                 
MUO	43.0435	-115.8726	MOUNTAIN HOME AFB
MUR	4.1775	114.3219	Marudi
MUW	35.2169	0.1483	Mascara
MUX	30.2032	71.4191	Multan
MUZ	-1.4830	33.8000	  Musoma
MVB	-1.6519	13.4347	FRANCEVILLE/MVENGUE
MVD	-34.8378	-56.0303	Montevideo
MVF	-5.1964	-37.3619	MOSSORO/DIX SEPT ROSADO
MVP	1.2536	-70.2342	Mitu
MVQ	53.9556	30.0961	MOGILEV
MVR	10.4547	14.2531	Maroua                                  
MVS	-18.0489	-39.8642	  Mucuri
MVT	-14.8658	-148.7161	Mataiva                                 
MVY	41.3930	-70.6143	Martha's Vineyard
MVZ	-20.0595	30.8619	MASVINGO
MWA	37.7550	-89.0111	Marion                                  
MWE	18.4554	31.8187	MEROWE
MWF	-14.9972	168.0811	Maewo
MWH	47.2077	-119.3202	MOSES LAKE/GRANT COUNTY INTL
MWK	03.2053	106.1528	  Matak
MWL	32.7817	-98.0603	MINERAL WELLS
MWQ	20.1655	94.9412	  Magwe
MWX	34.9914	126.3828	Muan
MWZ	-2.4441	32.9319	Mwanza                                  
MXF	32.4639	-86.3661	MAXWELL AFB
MXH	-6.3633	143.2381	Moro
MXJ	9.6394	6.4708	MINNA
MXL	32.6307	-115.2419	Mexicali                                
MXM	-21.7539	43.3755	  Morombe
MXN	48.6008	-3.8167	MORLAIX/PLOUJEAN
MXP	45.6300	8.7231	Milan Malpensa Apt
MXT	-18.0500	44.0330	  Maintirano
MXV	49.6583	103.6917	Moron
MXX	60.9586	14.5106	Mora
MXZ	24.3500	116.1330	Meixian
MYA	-35.9042	150.1394	Moruya                                  
MYC	10.1833	-67.5667	MARACAY/EL LIBERTADOR
MYD	-3.2232	40.1005	Malindi
MYE	34.0722	139.5597	Miyakejima
MYG	22.3795	-73.0135	Mayaguana                               
MYI	-9.9167	144.0550	  Murray Island
MYJ	33.8272	132.6997	Matsuyama                               
MYL	44.8897	-116.1014	MC CALL MUNICIPAL
MYN	15.4681	45.3278	MARIB
MYP	37.6194	61.8967	MARY
MYQ	12.3072	76.6497	Mysore
MYR	33.6797	-78.9283	Myrtle Beach AFB
MYT	25.3882	97.3567	Myitkyina                               
MYU	60.3714	-166.2706	Mekoryuk
MYV	39.0983	-121.5700	YUBA COUNTY/MARYSVILLE
MYW	-10.3361	40.1820	Mtwara
MYY	4.3253	113.9883	Miri
MZA	29.4830	77.7000	  Muzaffarnagar
MZB	-11.3500	40.3500	MOCIMBOA DA PRAIA
MZG	23.5722	119.6222	Magong                                  
MZH	40.8325	35.5164	Amasya                                  
MZI	14.5086	-4.0842	MOPTI
MZJ	32.5098	-111.3253	MARANA/PINAL AIRPARK
MZL	5.0303	-75.4672	Manizales
MZM	49.0764	6.1339	METZ/FRESCATY
MZO	20.2881	-77.0892	Manzanillo
MZQ	-27.6333	32.0500	MKUZI
MZR	36.7042	67.2083	Mazar-e Sharif
MZT	23.1614	-106.2644	Mazatlan                                
MZU	26.1169	85.3150	MUZAFFARPUR
MZV	4.0483	114.8050	Mulu
MZW	33.5219	-0.2831	Mecheria
NAA	-30.3208	149.8261	Narrabri                                
NAE	10.3833	1.3667	NATITINGOU
NAG	21.0919	79.0483	Nagpur
NAH	3.6832	125.5280	Tahuna
NAJ	39.1888	45.4584	Nakchivan
NAK	14.9494	102.3156	NAKHON RATCHASIMA
NAL	43.5133	43.6378	NALCHIK
NAM	-3.1500	127.5000	Namniwel
NAN	-17.7564	177.4436	Nadi
NAO	30.7540	106.0620	Nanchong                                
NAP	40.8844	14.2908	Naples Capodichino Apt
NAQ	77.4887	-69.3887	Qaanaaq
NAS	25.0390	-77.4662	Nassau International Apt
NAT	-5.9083	-35.2492	Natal
NAU	-14.1768	-141.2673	Napuka                                  
NAV	38.7764	34.5264	Nevsehir
NAW	6.5233	101.7447	Narathiwat
NAY	39.9608	116.2567	Beijing Nanyuan Apt
NAZ	-10.7833	162.3000	XXX
NBB	63.9183	65.0100	BERYOZOVO
NBC	55.5633	52.0950	Nizhnekamsk
NBE	36.0758	10.4386	Enfidha                                 
NBG	29.8253	-90.0350	NEW ORLEANS NAS JRB
NBK	13.6857	100.7490	BANGKOK SUVARNABHUMI INTL
NBO	-1.3192	36.9278	Nairobi Jomo Kenyatta International Apt
NBS	42.0881	127.5489	Chang Bai Shan
NBW	19.9067	-75.2067	GUANTANAMO US-NAVAL AIR BASE
NBX	-3.3682	135.4964	Nabire
NCA	21.9176	-71.9396	NORTH CAICOS
NCE	43.6653	7.2150	Nice
NCL	55.0375	-1.6917	Newcastle                               
NCS	-27.7729	29.9764	NEWCASTLE
NCU	42.4883	59.6233	Nukus
NCY	45.9308	6.1064	ANNECY/MEYTHET
NDB	20.9283	-17.0311	Nouadhibou
NDC	19.1819	77.3186	  Nanded
NDE	3.9330	41.8500	  Mandera
NDG	47.2383	123.9183	Qiqihar
NDJ	12.1249	15.0248	N'Djamena
NDK	5.6330	168.1160	Namdrik Island
NDR	34.9892	-3.0278	Nador
NDU	-17.9561	19.7206	Rundu                                   
NDY	59.2503	-2.5767	Sanday                                  
NEC	-38.4833	-58.8167	NECOCHEA
NEG	18.3642	-78.3056	  Negril
NER	56.9133	124.9117	Neryungri
NEU	20.4000	104.0500	SAMNEUA
NEV	17.2056	-62.5940	Nevis                                   
NEW	30.0424	-90.0283	NEW ORLEANS/LAKEFRONT
NFL	39.4166	-118.7010	FALLON NAS/VAN VOORHIS FLD
NFO	-15.6000	-175.6500	Mata'aho (TO)
NFW	32.7700	-97.4417	FORT WORTH NAS JRB
NGA	-34.2500	148.2483	YOUNG
NGB	29.8233	121.4633	Ningbo                                  
NGE	7.3592	13.5600	NGAOUNDERE
NGF	21.4517	-157.7700	KANEOHE BAY MCAF MOKAPU
NGI	-18.1156	179.3397	  Ngau
NGK	51.8125	143.1667	Nogliki
NGL	-24.3878	31.3257	Ngala
NGO	34.8583	136.8053	Nagoya Chubu Centrair International Apt
NGP	27.6931	-97.2914	CORPUS CHRISTI NAS
NGQ	32.5167	80.0667	Shiquande
NGS	32.9170	129.9134	Nagasaki
NGU	36.9377	-76.2893	NORFOLK NAS
NGZ	37.7900	-122.3250	ALAMEDA NAS
NHA	12.2230	109.2001	NHATRANG
NHF	15.3556	35.7278	NEW HALFA
NHT	51.5531	-0.4183	NORTHOLT
NHV	-8.7947	-140.2231	Nuku Hiva
NHZ	43.8917	-69.9425	BRUNSWICK NAS
NIB	63.0186	-154.3584	Nikolai
NIC	35.1500	33.2772	Nicosia
NID	35.6855	-117.6920	CHINA LAKE NAWS (ARMITAGE FLD)
NIF	-21.4025	121.3541	Nifty
NIM	13.4817	2.1703	Niamey
NIN	60.0202	-151.5894	  Ninilchik
NIP	30.2350	-81.6767	JACKSONVILLE NAS
NIQ	70.7917	-53.6667	Niaqornat
NIS	-2.6619	151.9969	 Simberi
NIU	-16.1190	-146.3680	Niau                                    
NJA	35.4547	139.4501	ATSUGI
NJC	60.9483	76.4817	Nizhnevartovsk                          
NJF	31.9900	44.4030	Al Najaf
NJK	32.8292	-115.6717	EL CENTRO NAF
NKC	18.0956	-15.9500	Nouakchott                              
NKG	31.7400	118.8600	Nanjing                                 
NKI	55.8500	-133.1830	Naukiti                                 
NKM	35.2555	136.9244	Nagoya Komaki Airport
NKT	37.2150	42.0336	Sirnak
NKW	-7.3133	72.4100	DIEGO GARCIA
NKX	32.8684	-117.1425	SAN DIEGO-MIRAMAR MCAS
NLA	-12.9956	28.6656	Ndola
NLD	27.4434	-99.5699	Nuevo Laredo
NLF	-9.5833	143.7667	  Darnley Island
NLG	56.0075	-161.1604	Nelson Lagoon
NLK	-29.0417	167.9383	Norfolk Island
NLO	-4.3167	15.3167	KINSHASA/N'DOLO
NLT	43.4100	83.3600	Xinyuan
NLV	47.0581	31.9208	MYKOLAIV
NMA	40.9833	71.5500	Namangan                                
NME	60.4710	-164.7008	Nightmute
NMM	32.5521	-88.5556	MERIDIAN NAS/MC CAIN FIELD
NMS	19.6934	97.2158	NAMSANG
NNB	-10.8500	162.4622	Santa Ana Island
NNG	22.6167	108.1833	Nanning                                 
NNL	59.9802	-154.8392	Nondalton
NNM	67.6400	53.1250	Naryan-Mar
NNT	18.8078	100.7853	Nan
NNU	-17.8167	-40.3333	NANUQUE
NNX	4.1500	117.6500	Nunukan                                 
NNY	32.9808	112.6153	Nanyang
NOA	-34.9483	150.5367	NOWRA
NOB	9.9765	-85.6530	Nosara Beach                            
NOC	53.9103	-8.8185	Knock                                   
NOG	31.2261	-110.9758	NOGALES
NOJ	63.1833	75.2700	Nojabrsk                                
NOP	42.0158	35.0664	Sinop
NOS	-13.3181	48.3092	Nosy-Be                                 
NOU	-22.0164	166.2161	La Tontouta
NOV	-12.8000	15.7112	Huambo                                  
NOZ	53.8100	86.8783	Novokuznetsk
NPA	30.3533	-87.3200	PENSACOLA NAS/F.SHERMAN FLD
NPE	-39.4658	176.8700	Napier-Hastings
NPL	-39.0086	174.1792	New Plymouth
NQN	-38.9489	-68.1558	Neuquen
NQU	5.7000	-77.2830	Nuqui                                   
NQX	24.5817	-81.6928	KEY WEST NAS/BOCA CHICA
NQY	50.4406	-4.9954	Newquay
NRA	-34.7028	146.5083	Narrandera                              
NRD	53.7068	7.2302	  Norderney
NRE	03.5121	126.4159	  Namrole
NRK	58.5861	16.2464	Norrkoping                              
NRL	59.3683	-2.4333	North Ronaldsay                         
NRN	51.6024	6.1422	Duesseldorf Weeze Airport               
NRR	18.2500	-65.6333	ROOSEVELT ROADS
NRT	35.7647	140.3864	Tokyo Narita Intl
NSB	25.7000	-76.2667	ALICE TOWN/SOUTH BEMINI
NSH	36.6633	51.4647	Now Shahr
NSI	3.7172	11.5525	Yaounde Nsimalen Intl Apt
NSK	69.3100	87.3333	Norilsk                                 
NSN	-41.2983	173.2211	Nelson
NSO	-32.0383	150.8317	SCONE
NSQ	74.1100	-57.0650	Nuussuaq
NST	8.4639	99.9583	Nakhon Si Thammarat
NSY	37.4033	14.9217	CATANIA/SIGONELLA
NTB	59.5655	9.2123	NOTODDEN
NTD	34.1203	-119.1210	POINT MUGU NAS
NTE	47.1569	-1.6078	Nantes Atlantique Airport               
NTG	32.0708	120.9756	Nantong
NTL	-32.7950	151.8350	Newcastle Williamtown Apt               
NTN	-17.6850	141.0697	Normanton
NTQ	37.2931	136.9619	Wajima
NTR	25.8656	-100.2372	MONTERREY/AEROPORTE DEL NORTE
NTT	-15.9767	-173.7550	  Niuatoputapu
NTX	3.9087	108.3879	Natuna
NTY	-25.3335	27.1716	Sun City
NUA	6.9670	80.7670	Nuwara Eliya
NUC	33.0227	-118.5885	SAN CLEMENTE ISLAND NALF
NUD	12.6667	28.3333	NAHUD
NUE	49.4987	11.0669	Nuremberg
NUI	70.2100	-151.0055	Nuiqsut
NUK	-19.2850	-138.7722	Nukutavake
NUL	64.7293	-158.0742	Nulato
NUP	60.9058	-162.4391	Nunapitchuk
NUQ	37.4161	-122.0491	MOFFET FEDERAL AIRFIELD
NUS	-16.0797	167.4006	Norsup                                  
NUU	-0.2997	36.1606	Nakuru
NUW	48.3518	-122.6559	WHIDBEY ISLAND NAS
NUX	66.0700	76.5200	Novy Urengoy                            
NVA	2.9506	-75.2939	Neiva
NVI	40.1150	65.1592	Navoi
NVK	68.4369	17.3867	Narvik
NVP	-5.1175	-60.3644	NOVO ARIPUANA
NVR	58.6267	31.3833	KRETCHEVITSY
NVS	47.0036	3.1108	NEVERS/FOURCHAMBAULT
NVT	-26.8786	-48.6508	Navegantes
NWA	-12.1333	44.4333	MOHELI
NWI	52.6758	1.2828	Norwich
NYA	62.1406	65.3936	Nyagan
NYI	7.3628	-2.3294	SUNYANI
NYK	-0.0670	37.0330	Nanyuki
NYM	65.4817	72.7000	Nadym                                   
NYN	-31.5531	147.2031	NYNGAN
NYO	58.7886	16.9036	Stockholm Skavsta Airport   
NYR	63.1750	118.2049	Nyurba       
NYT	19.6191	96.1999	Nay Pyi Taw
NYU	21.1803	94.9322	Bagan/Nyaung-U
NYW	22.2216	95.0889	Monywa
NZE	7.8060	-8.7018	NZEREKORE/KONIA
NZH	49.6000	117.4333	Manzhouli
NZL	47.5157	122.4630	Zhalantun                    
NZW	42.1650	-70.9400	SOUTH WEYMOUTH NAS
NZY	32.6992	-117.2153	NORTH ISLAND/HALSEY FLD NAS
OAG	-33.3833	149.1317	Orange                                  
OAI	34.9463	69.2650	Bagram
OAJ	34.8292	-77.6121	Jacksonville
OAK	37.7213	-122.2207	Oakland International Apt
OAL	-11.4339	-61.4825	Cacoal
OAM	-44.9700	171.0817	OAMARU
OAX	16.9986	-96.7260	Oaxaca                                  
OBF	48.0831	11.2833	OBERPFAFFENHOFEN
OBI	-1.9000	-55.5333	OBIDOS
OBL	51.2656	4.7547	ZOERSEL - MIL
OBN	56.4635	-5.3997	  Oban
OBO	42.7334	143.2172	Obihiro
OBS	44.5394	4.3717	AUBENAS/ARDECHE MERIDIONALE
OBU	66.9123	-156.8973	Kobuk
OBX	-7.5830	141.3170	  Obo
OBY	70.4850	-21.9806	Ittoqqortoormiit
OCC	-0.4606	-76.9881	Coca                
OCM	-22.3223	117.1631	Boolgeeda                     
OCV	8.3151	-73.3583	  Oca�a
